           4          40           4           5           1           5
           4          41           5           2           5           3
           4          42           3           5           3           1
           4          43           3           6           6           2
           4          44           5           1           5           5
           4          45           2           1           6           2
           4          46           6           5           4           6
           4          47           3           5           3           5
           4          48           5           4           2           1
           4          49           2           3           5           5
           4          50           5           5           5           1
           5           1           6           2           2           1
           5           2           3           1           2           1
           5           3           6           2           5           2
           5           4           2           4           6           6
           5           5           6           1           6           5
           5           6           1           1           2           4
           5           7           2           3           2           1
           5           8           1           2           3           1
           5           9           3           2           1           2
           5          10           6           1           6           1
           5          11           6           5           3           5
           5          12           3           2           1           1
           5          13           1           5           6           5
           5          14           1           4           1           4
           5          15           6           1           5           1
           5          16           5           5           5           5
           5          17           1           6           3           4
           5          18           6           3           6           5
           5          19           1           3           3           2
           5          20           1           1           5           5
           5          21           5           6           1           5
           5          22           2           4           1           1
           5          23           1           5           4           5
           5          24           4           3           6           4
           5          25           6           3           4           3
           5          26           4           4           6           4
           5          27           2           2           2           2
           5          28           6           3           3           3
           5          29           6           3           4           3
           5          30           2           4           4           6
           5          31           4           5           2           5
           5          32           6           1           6           4
           5          33           4           4           6           4
           5          34           1           4           4           5
           5          35           4           5           4           4
           5          36           4           1           3           4
           5          37           3           2           3           1
           5          38           6           5           6           4
           5          39           5           5           2           6
           5          40           3           3           3           5
           5          41           4           2           2           2
           5          42           2           2           2           5
           5          43           2           1           2           5
           5          44           2           2           4           6
           5          45           4           4           5           1
           5          46           5           6           6           5
           5          47           6           1           5           2
           5          48           1           6           1           5
           5          49           6           6           4           2
           5          50           3           4           6           5
           6           1           5           5           5           1
           6           2           3           2           4           4
           6           3           4           4           2           2
           6           4           2           2           1           4
           6           5           4           5           4           2
           6           6           5           3           1           1
           6           7           5           2           5           3
           6           8           5           2           1           5
           6           9           6           2           5           2
           6          10           2           4           5           3
           6          11           6           1           4           5
           6          12           2           6           1           3
           6          13           5           5           3           5
           6          14           3           4           6           4
           6          15           6           1           5           1
           6          16           5           2           4           5
           6          17           4           6           3           2
           6          18           1           5           3           6
           6          19           2           6           4           3
           6          20           4           5           2           1
           6          21           3           4           6           6
           6          22           6           5           2           6
           6          23           6           4           6           5
           6          24           1           5           1           6
           6          25           3           1           3           3
           6          26           3           1           2           2
           6          27           1           3           1           2
           6          28           3           4           1           3
           6          29           6           4           6           3
           6          30           5           2           4           4
           6          31           6           6           6           3
           6          32           1           1           6           1
           6          33           6           4           1           4
           6          34           6           5           3           3
           6          35           6           1           2           2
           6          36           2           5           3           6
           6          37           4           6           6           2
           6          38           6           3           2           2
           6          39           3           5           5           5
           6          40           3           2           3           5
           6          41           4           1           2           6
           6          42           2           1           2           2
           6          43           2           2           2           1
           6          44           4           1           6           2
           6          45           1           4           3           4
           6          46           3           6           3           6
           6          47           4           5           4           2
           6          48           4           6           4           5
           6          49           6           2           5           2
           6          50           4           1           4           4
           7           1           5           1           3           4
           7           2           3           6           1           3
           7           3           2           2           3           4
           7           4           6           1           3           2
           7           5           6           2           6           5
           7           6           2           4           3           3
           7           7           3           3           3           6
           7           8           3           3           4           2
           7           9           2           4           3           4
           7          10           1           5           2           2
           7          11           2           6           6           1
           7          12           6           1           1           2
           7          13           5           4           6           5
           7          14           3           1           4           3
           7          15           3           5           5           2
           7          16           4           5           3           2
           7          17           3           5           2           6
           7          18           4           5           6           2
           7          19           4           4           5           6
           7          20           3           6           5           5
           7          21           5           1           6           5
           7          22           6           3           6           3
           7          23           6           3           5           2
           7          24           2           4           1           1
           7          25           1           1           4           1
           7          26           4           4           1           3
           7          27           4           2           2           2
           7          28           2           6           5           4
           7          29           3           1           6           4
           7          30           6           5           4           4
           7          31           3           3           3           3
           7          32           3           6           6           4
           7          33           6           4           1           4
           7          34           1           6           2           5
           7          35           3           6           5           3
           7          36           3           5           5           2
           7          37           6           1           1           1
           7          38           5           2           4           2
           7          39           5           3           3           4
           7          40           5           6           3           2
           7          41           3           1           3           3
           7          42           5           5           4           5
           7          43           2           3           2           2
           7          44           1           6           6           1
           7          45           5           4           2           3
           7          46           5           3           4           4
           7          47           4           1           2           4
           7          48           2           5           2           2
           7          49           3           2           1           2
           7          50           5           1           2           5
           8           1           5           4           1           1
           8           2           2           5           6           6
           8           3           6           5           4           5
           8           4           4           5           4           1
           8           5           1           4           1           2
           8           6           2           6           2           4
           8           7           6           1           4           2
           8           8           2           1           5           2
           8           9           5           4           2           4
           8          10           1           6           6           3
           8          11           6           1           5           6
           8          12           5           3           2           4
           8          13           1           5           4           1
           8          14           4           2           5           6
           8          15           5           5           5           4
           8          16           4           1           1           1
           8          17           1           5           5           5
           8          18           5           5           5           5
           8          19           5           5           1           2
           8          20           1           1           5           6
           8          21           5           5           5           2
           8          22           6           5           2           3
           8          23           2           4           6           2
           8          24           4           1           1           5
           8          25           1           3           4           1
           8          26           4           3           3           2
           8          27           2           3           4           2
           8          28           4           2           4           6
           8          29           5           3           2           3
           8          30           6           2           5           3
           8          31           6           4           4           3
           8          32           5           6           2           3
           8          33           1           3           6           6
           8          34           6           3           2           3
           8          35           6           4           5           6
           8          36           3           3           1           1
           8          37           1           4           5           4
           8          38           3           1           1           6
           8          39           5           3           3           3
           8          40           5           3           6           5
           8          41           2           1           1           4
           8          42           1           1           6           5
           8          43           6           2           2           6
           8          44           2           6           2           4
           8          45           2           3           3           4
           8          46           3           6           3           3
           8          47           1           2           4           2
           8          48           4           2           2           2
           8          49           4           4           6           2
           8          50           5           2           3           3
           9           1           1           1           5           4
           9           2           5           4           2           5
           9           3           5           4           5           5
           9           4           6           6           6           4
           9           5           1           5           1           6
           9           6           3           4           1           6
           9           7           1           3           1           3
           9           8           1           5           3           1
           9           9           4           3           3           4
           9          10           3           5           3           2
           9          11           3           5           1           2
           9          12           4           4           4           4
           9          13           4           2           6           6
           9          14           6           2           3           3
           9          15           5           2           6           5
           9          16           3           3           3           4
           9          17           3           1           2           5
           9          18           2           1           4           1
           9          19           5           5           2           3
           9          20           5           6           2           1
           9          21           2           5           5           4
           9          22           5           1           6           6
           9          23           3           5           6           4
           9          24           6           1           6           6
           9          25           6           1           1           5
           9          26           3           3           5           6
           9          27           5           4           1           1
           9          28           5           3           3           3
           9          29           3           4           3           3
           9          30           3           2           3           4
           9          31           5           5           6           4
           9          32           2           1           2           4
           9          33           2           2           5           4
           9          34           2           5           1           3
           9          35           1           1           6           5
           9          36           6           4           1           4
           9          37           4           4           4           4
           9          38           2           2           1           2
           9          39           4           4           5           3
           9          40           3           1           3           3
           9          41           5           3           1           1
           9          42           4           4           5           1
           9          43           6           5           2           6
           9          44           2           4           2           4
           9          45           2           4           1           1
           9          46           1           4           2           5
           9          47           4           5           4           4
           9          48           4           3           5           6
           9          49           4           3           1           6
           9          50           1           6           6           1
          10           1           6           1           5           4
          10           2           6           1           1           5
          10           3           1           6           5           4
          10           4           4           3           3           2
          10           5           3           2           3           3
          10           6           3           4           5           6
          10           7           5           2           1           4
          10           8           1           5           6           6
          10           9           6           2           6           2
          10          10           6           4           5           5
          10          11           5           5           1           4
          10          12           5           1           5           4
          10          13           6           2           4           2
          10          14           4           2           6           2
          10          15           4           2           1           2
          10          16           1           6           2           6
          10          17           5           1           3           1
          10          18           3           1           6           1
          10          19           1           2           6           5
          10          20           1           5           4           3
          10          21           6           6           3           6
          10          22           3           2           6           1
          10          23           6           2           4           5
          10          24           4           4           4           1
          10          25           2           1           2           1
          10          26           4           6           2           6
          10          27           4           4           3           5
          10          28           3           1           5           3
          10          29           1           6           4           4
          10          30           6           3           5           2
          10          31           5           4           2           1
          10          32           2           4           4           2
          10          33           4           4           6           2
          10          34           2           6           1           5
          10          35           1           1           5           5
          10          36           5           5           3           3
          10          37           3           2           6           5
          10          38           6           2           6           2
          10          39           6           2           5           3
          10          40           1           4           2           1
          10          41           2           3           4           5
          10          42           6           4           1           5
          10          43           5           2           5           5
          10          44           3           3           4           4
          10          45           4           1           4           6
          10          46           4           2           4           4
          10          47           4           1           3           5
          10          48           3           2           4           3
          10          49           4           6           3           2
          10          50           4           1           6           6
          11           1           2           2           2           1
          11           2           2           2           6           6
          11           3           6           4           2           3
          11           4           1           2           2           3
          11           5           2           5           5           6
          11           6           5           5           5           5
          11           7           5           5           6           2
          11           8           4           4           1           2
          11           9           1           4           1           4
          11          10           1           4           5           3
          11          11           5           1           2           5
          11          12           3           2           6           4
          11          13           6           6           1           4
          11          14           1           6           2           2
          11          15           2           6           2           2
          11          16           2           3           6           5
          11          17           2           1           3           1
          11          18           5           4           2           4
          11          19           1           1           1           3
          11          20           2           6           5           3
          11          21           4           2           5           2
          11          22           1           1           1           6
          11          23           2           1           1           5
          11          24           1           3           1           4
          11          25           5           4           5           2
          11          26           5           2           1           3
          11          27           4           2           2           5
          11          28           4           3           5           2
          11          29           6           2           4           3
          11          30           3           3           2           3
          11          31           5           4           3           4
          11          32           2           4           1           4
          11          33           2           5           5           4
          11          34           6           6           2           3
          11          35           1           3           3           4
          11          36           1           1           4           5
          11          37           4           5           3           5
          11          38           3           3           2           2
          11          39           2           3           2           2
          11          40           2           5           2           6
          11          41           2           1           1           3
          11          42           6           2           2           1
          11          43           4           2           6           3
          11          44           3           3           3           3
          11          45           6           3           6           4
          11          46           2           2           2           2
          11          47           2           5           6           2
          11          48           4           6           2           1
          11          49           4           3           3           2
          11          50           6           5           2           1
          12           1           5           5           6           6
          12           2           6           1           2           1
          12           3           2           4           2           3
          12           4           2           2           1           2
          12           5           4           3           3           1
          12           6           3           5           5           1
          12           7           5           5           6           5
          12           8           6           5           1           2
          12           9           5           1           4           2
          12          10           4           1           1           3
          12          11           1           6           5           1
          12          12           5           5           1           5
          12          13           4           3           1           6
          12          14           1           6           6           6
          12          15           1           2           6           6
          12          16           4           6           2           6
          12          17           3           4           4           1
          12          18           3           4           2           4
          12          19           1           1           3           1
          12          20           4           4           5           6
          12          21           4           4           2           2
          12          22           4           5           4           5
          12          23           4           4           2           3
          12          24           6           5           5           6
          12          25           5           5           1           1
          12          26           2           2           6           6
          12          27           2           6           3           6
          12          28           5           3           6           3
          12          29           5           4           2           3
          12          30           2           2           6           6
          12          31           6           2           3           5
          12          32           3           3           1           2
          12          33           6           5           6           5
          12          34           2           3           6           5
          12          35           1           5           4           4
          12          36           3           4           1           2
          12          37           4           4           3           3
          12          38           5           6           2           6
          12          39           2           6           6           3
          12          40           6           5           6           5
          12          41           1           3           1           4
          12          42           6           3           1           5
          12          43           1           4           2           6
          12          44           6           1           3           3
          12          45           3           6           6           3
          12          46           6           6           6           2
          12          47           1           1           6           2
          12          48           6           6           1           6
          12          49           3           2           4           3
          12          50           4           4           6           3
          13           1           1           1           4           1
          13           2           6           1           4           1
          13           3           1           3           4           1
          13           4           4           2           2           2
          13           5           1           5           5           1
          13           6           5           2           3           2
          13           7           3           3           1           5
          13           8           2           1           5           2
          13           9           5           6           5           5
          13          10           1           2           6           3
          13          11           6           5           6           3
          13          12           6           5           3           5
          13          13           3           5           1           6
          13          14           2           2           2           6
          13          15           1           4           3           2
          13          16           3           3           5           6
          13          17           1           2           5           3
